time/episodes,time/time_elapsed,rollout/success_rate,time/total_timesteps,rollout/ep_len_mean,train/actor_loss,train/critic_loss,time/fps,train/n_updates,train/learning_rate,rollout/ep_rew_mean
4,2,0.0,400,100.0,0.9353335320949554,0.27362323462963106,178,200,0.001,-100.0
8,5,0.0,800,100.0,1.0569536864757538,0.19132032476365565,149,600,0.001,-100.0
12,8,0.0,1200,100.0,1.6850820469856262,0.15038137167692184,139,1000,0.001,-99.83333333333333
16,11,0.0,1600,100.0,1.7637772464752197,0.14321656323969364,136,1400,0.001,-99.875
20,14,0.0,2000,100.0,2.3512282228469847,0.14837766714394093,139,1800,0.001,-99.9
24,17,0.0,2400,100.0,3.0970526123046875,0.19224891550838946,133,2200,0.001,-99.91666666666667
28,21,0.0,2800,100.0,3.683409776687622,0.23808803290128708,131,2600,0.001,-99.92857142857143
32,24,0.0,3200,100.0,4.356057109832764,0.28171853244304657,128,3000,0.001,-99.875
36,27,0.0,3600,100.0,4.948086452484131,0.30119967937469483,129,3400,0.001,-99.88888888888889
40,31,0.0,4000,100.0,5.447412033081054,0.35492390871047974,128,3800,0.001,-99.9
44,34,0.0,4400,100.0,6.1178378486633305,0.36955447763204574,128,4200,0.001,-99.8409090909091
48,37,0.0,4800,100.0,6.601383895874023,0.3957497522234917,128,4600,0.001,-99.5625
52,40,0.0,5200,100.0,6.824010734558105,0.3853078559041023,128,5000,0.001,-99.59615384615384
56,43,0.0,5600,100.0,7.455709342956543,0.3595975036919117,127,5400,0.001,-99.53571428571429
60,47,0.0,6000,100.0,7.8060608959198,0.2992482641339302,127,5800,0.001,-99.51666666666667
64,50,0.0,6400,100.0,7.626904239654541,0.2747069288790226,126,6200,0.001,-99.546875
68,54,0.0,6800,100.0,7.902051544189453,0.2513457292318344,125,6600,0.001,-99.57352941176471
72,57,0.013888889,7200,100.0,8.347296333312988,0.2872926786541939,124,7000,0.001,-98.52777777777777
76,61,0.013157895,7600,100.0,8.836987552642823,0.30595895886421204,124,7400,0.001,-98.5657894736842
80,64,0.0125,8000,100.0,9.227129936218262,0.3241289220750332,124,7800,0.001,-97.9125
84,67,0.011904762,8400,100.0,9.71634464263916,0.30358844831585885,124,8200,0.001,-97.97619047619048
88,70,0.011363637,8800,100.0,10.062527866363526,0.3117940671741962,124,8600,0.001,-97.86363636363636
92,74,0.010869565,9200,100.0,10.220473155975341,0.3389887049794197,123,9000,0.001,-97.95652173913044
96,77,0.010416667,9600,100.0,10.489901008605957,0.31709345027804375,123,9400,0.001,-98.01041666666667
100,81,0.01,10000,100.0,10.347180004119872,0.30122677579522134,123,9800,0.001,-98.07
104,84,0.01,10400,100.0,10.558567008972169,0.3007780832052231,123,10200,0.001,-98.07
108,87,0.01,10800,100.0,10.225942001342773,0.28557021856307985,122,10600,0.001,-98.07
112,91,0.01,11200,100.0,10.60181396484375,0.3345132100582123,122,11000,0.001,-98.0
116,94,0.01,11600,100.0,10.2931813621521,0.2914203277230263,122,11400,0.001,-97.97
120,97,0.02,12000,100.0,10.337164154052735,0.36753437146544454,122,11800,0.001,-97.02
124,101,0.02,12400,100.0,10.689105949401856,0.3343126392364502,122,12200,0.001,-96.89
128,104,0.02,12800,100.0,10.885182552337646,0.3434137564897537,122,12600,0.001,-96.82
132,107,0.02,13200,100.0,11.078561172485351,0.37330109387636184,122,13000,0.001,-96.82
136,111,0.02,13600,100.0,11.044680442810058,0.3473719023168087,122,13400,0.001,-96.78
140,114,0.03,14000,100.0,11.593161392211915,0.3700587520003319,122,13800,0.001,-96.05
144,117,0.03,14400,100.0,11.596334323883056,0.4159845957159996,122,14200,0.001,-95.81
148,120,0.04,14800,100.0,12.024682331085206,0.36365119263529777,122,14600,0.001,-94.87
152,124,0.05,15200,100.0,11.889391136169433,0.3558275116980076,122,15000,0.001,-93.66
156,127,0.05,15600,100.0,12.083498783111573,0.3888036122918129,122,15400,0.001,-93.61
160,130,0.05,16000,100.0,12.418763999938966,0.36567076176404956,122,15800,0.001,-93.58
164,133,0.05,16400,100.0,12.434511699676513,0.41550921857357026,122,16200,0.001,-93.58
168,137,0.05,16800,100.0,12.416604080200194,0.4026580771803856,122,16600,0.001,-93.0
172,140,0.06,17200,100.0,12.615817584991454,0.41105476349592207,122,17000,0.001,-92.17
176,143,0.08,17600,100.0,12.403014602661132,0.37270481646060943,122,17400,0.001,-90.18
180,147,0.08,18000,100.0,12.46337453842163,0.4084711945056915,122,17800,0.001,-90.11
184,150,0.09,18400,100.0,12.487721366882324,0.36923859611153603,122,18200,0.001,-88.42
188,153,0.1,18800,100.0,12.662141647338867,0.4029952348768711,122,18600,0.001,-87.58
192,156,0.12,19200,100.0,12.6470672416687,0.37341545671224596,122,19000,0.001,-85.01
196,159,0.12,19600,100.0,12.442093868255615,0.38505265265703204,122,19400,0.001,-84.9
200,162,0.14,20000,100.0,12.226008625030518,0.3862402242422104,123,19800,0.001,-82.75
204,165,0.17,20400,100.0,12.167985286712646,0.4220338687300682,123,20200,0.001,-79.74
208,168,0.19,20800,100.0,12.097601013183594,0.37909705996513365,123,20600,0.001,-77.58
212,171,0.22,21200,100.0,11.94364730834961,0.3719311511516571,123,21000,0.001,-74.61
216,175,0.24,21600,100.0,11.731511135101318,0.331916806101799,123,21400,0.001,-72.59
220,178,0.26,22000,100.0,11.78901927947998,0.3558239382505417,123,21800,0.001,-70.49
224,181,0.28,22400,100.0,11.477744789123536,0.3042557688057423,123,22200,0.001,-68.43
228,184,0.29,22800,100.0,11.480996742248536,0.31189166456460954,123,22600,0.001,-67.32
232,188,0.33,23200,100.0,11.204276924133302,0.2969967769086361,123,23000,0.001,-63.43
236,192,0.34,23600,100.0,11.122024536132812,0.29358889132738114,122,23400,0.001,-62.43
240,195,0.36,24000,100.0,11.083856067657472,0.2917216882109642,122,23800,0.001,-60.22
244,198,0.38,24400,100.0,11.093982734680175,0.28516229867935183,122,24200,0.001,-58.05
248,202,0.38,24800,100.0,10.836374397277831,0.2765605705976486,122,24600,0.001,-57.98
252,205,0.41,25200,100.0,10.82127405166626,0.290046613663435,122,25000,0.001,-56.1
256,209,0.43,25600,100.0,10.88255048751831,0.28552199140191076,122,25400,0.001,-54.26
260,212,0.46,26000,100.0,10.823785400390625,0.2577523948252201,122,25800,0.001,-51.16
264,215,0.48,26400,100.0,10.721383037567138,0.26378162294626234,122,26200,0.001,-48.8
268,218,0.5,26800,100.0,10.661390781402588,0.2689937371015549,122,26600,0.001,-47.26
272,222,0.52,27200,100.0,10.648336791992188,0.26021060436964033,122,27000,0.001,-45.0
276,225,0.53,27600,100.0,10.546972789764403,0.2545437768101692,122,27400,0.001,-43.57
280,229,0.55,28000,100.0,10.477496871948242,0.22420091480016707,122,27800,0.001,-41.72
284,232,0.58,28400,100.0,10.370226402282714,0.2637170487642288,122,28200,0.001,-39.51
288,235,0.59,28800,100.0,10.374066524505615,0.24176114588975905,122,28600,0.001,-38.34
292,238,0.6,29200,100.0,10.172136764526368,0.2442514443397522,122,29000,0.001,-37.91
296,241,0.62,29600,100.0,10.051833953857422,0.2115316240489483,122,29400,0.001,-36.06
300,243,0.63,30000,100.0,10.122226982116699,0.21880679175257683,123,29800,0.001,-34.81
304,246,0.61,30400,100.0,10.02512035369873,0.2319377399981022,123,30200,0.001,-35.87
308,249,0.62,30800,100.0,10.0010085105896,0.23639867335557938,123,30600,0.001,-35.03
312,252,0.62,31200,100.0,9.755344524383545,0.2177930574119091,123,31000,0.001,-35.11
316,255,0.61,31600,100.0,9.782814102172852,0.22138692259788514,123,31400,0.001,-35.54
320,257,0.6,32000,100.0,9.731562175750732,0.21381682217121123,124,31800,0.001,-36.55
324,260,0.58,32400,100.0,9.832095642089843,0.23396974630653858,124,32200,0.001,-37.99
328,263,0.59,32800,100.0,9.77779275894165,0.19477083653211594,124,32600,0.001,-37.19
332,266,0.58,33200,100.0,9.651137828826904,0.21527271211147309,124,33000,0.001,-38.12
336,269,0.6,33600,100.0,9.728545989990234,0.18186831094324588,124,33400,0.001,-36.69
340,272,0.6,34000,100.0,9.621027431488038,0.18710835359990596,124,33800,0.001,-36.59
344,275,0.61,34400,100.0,9.629329624176025,0.1796703165769577,124,34200,0.001,-36.05
348,278,0.63,34800,100.0,9.587203941345216,0.17559548638761044,125,34600,0.001,-34.87
352,281,0.62,35200,100.0,9.58550567626953,0.17669201031327247,124,35000,0.001,-34.93
356,285,0.64,35600,100.0,9.467318439483643,0.18018970988690852,124,35400,0.001,-32.94
360,289,0.64,36000,100.0,9.409732704162598,0.15938182845711707,124,35800,0.001,-33.15
364,293,0.65,36400,100.0,9.244718704223633,0.16782226756215096,124,36200,0.001,-32.53
368,296,0.65,36800,100.0,9.287962722778321,0.15220114521682263,124,36600,0.001,-32.18
372,299,0.64,37200,100.0,9.194221839904785,0.15647439658641815,124,37000,0.001,-33.03
376,302,0.63,37600,100.0,8.98672908782959,0.14325230970978736,124,37400,0.001,-34.38
380,305,0.63,38000,100.0,9.001454734802246,0.15309490263462067,124,37800,0.001,-34.9
384,308,0.62,38400,100.0,8.850746421813964,0.13891502253711224,124,38200,0.001,-35.65
388,312,0.63,38800,100.0,8.91481185913086,0.1566569399833679,124,38600,0.001,-34.42
392,314,0.63,39200,100.0,8.650797510147095,0.15234422110021115,124,39000,0.001,-34.42
396,318,0.64,39600,100.0,8.731026153564454,0.1464694768935442,124,39400,0.001,-33.43
400,321,0.64,40000,100.0,8.63820689201355,0.15361250728368758,124,39800,0.001,-33.85
404,324,0.66,40400,100.0,8.537775926589966,0.1508927583694458,124,40200,0.001,-32.37
408,328,0.65,40800,100.0,8.509094657897949,0.14029387310147284,124,40600,0.001,-33.77
412,331,0.66,41200,100.0,8.480850944519043,0.14444247782230377,124,41000,0.001,-33.27
416,334,0.66,41600,100.0,8.21353162765503,0.14093532159924507,124,41400,0.001,-33.79
420,338,0.66,42000,100.0,8.178818016052245,0.1392884438484907,124,41800,0.001,-34.22
424,341,0.7,42400,100.0,8.125909776687623,0.1352117931097746,124,42200,0.001,-31.5
428,344,0.72,42800,100.0,8.076219024658203,0.1386931386590004,124,42600,0.001,-29.59
432,347,0.73,43200,100.0,7.940692081451416,0.13286604046821593,124,43000,0.001,-28.64
436,350,0.73,43600,100.0,7.9433255290985105,0.1333038979023695,124,43400,0.001,-28.12
440,353,0.74,44000,100.0,7.960589609146118,0.1326810497790575,124,43800,0.001,-27.23
444,356,0.75,44400,100.0,7.896060466766357,0.12083528593182563,124,44200,0.001,-26.28
448,359,0.75,44800,100.0,7.809080486297607,0.1326038294285536,124,44600,0.001,-25.64
452,362,0.76,45200,100.0,7.708791131973267,0.12546566553413868,124,45000,0.001,-24.75
456,365,0.75,45600,100.0,7.631794042587281,0.13517257168889046,124,45400,0.001,-25.71
460,368,0.75,46000,100.0,7.7002145957946775,0.13038406006991862,124,45800,0.001,-27.01
464,371,0.74,46400,100.0,7.546462926864624,0.1205518838763237,124,46200,0.001,-28.51
468,374,0.76,46800,100.0,7.614294958114624,0.11872976172715426,124,46600,0.001,-27.14
472,378,0.74,47200,100.0,7.425729885101318,0.12507030602544547,124,47000,0.001,-29.01
476,381,0.75,47600,100.0,7.400781545639038,0.12624632313847542,124,47400,0.001,-28.14
480,385,0.76,48000,100.0,7.3991664695739745,0.12588892102241517,124,47800,0.001,-27.54
484,388,0.76,48400,100.0,7.229572458267212,0.13009260039776563,124,48200,0.001,-27.67
488,391,0.74,48800,100.0,7.06472541809082,0.1183475637435913,124,48600,0.001,-29.38
492,395,0.75,49200,100.0,7.074483079910278,0.116182214692235,124,49000,0.001,-28.97
496,397,0.75,49600,100.0,6.876228685379028,0.11052441917359829,124,49400,0.001,-28.45
500,401,0.75,50000,100.0,6.891613388061524,0.1143593755364418,124,49800,0.001,-28.45
504,404,0.74,50400,100.0,6.795665674209594,0.11789993152022361,124,50200,0.001,-29.55
508,408,0.74,50800,100.0,6.68396255493164,0.11288899939507246,124,50600,0.001,-28.66
512,411,0.73,51200,100.0,6.543489007949829,0.11633888885378837,124,51000,0.001,-28.67
516,414,0.76,51600,100.0,6.436843500137329,0.1042283521220088,124,51400,0.001,-25.85
520,418,0.77,52000,100.0,6.415230731964112,0.11589848693460227,124,51800,0.001,-25.11
524,421,0.76,52400,100.0,6.222346248626709,0.11238806024193763,124,52200,0.001,-25.61
528,425,0.75,52800,100.0,6.1186973762512205,0.10807413168251515,124,52600,0.001,-26.59
532,428,0.75,53200,100.0,6.021422548294067,0.10912603236734868,124,53000,0.001,-26.58
536,432,0.76,53600,100.0,5.881749238967895,0.10591459792107344,123,53400,0.001,-25.71
540,436,0.75,54000,100.0,5.865298013687134,0.11371906470507383,123,53800,0.001,-26.29
544,440,0.75,54400,100.0,5.740206623077393,0.10757369764149188,123,54200,0.001,-26.29
548,444,0.76,54800,100.0,5.856102666854858,0.11737958941608667,123,54600,0.001,-25.34
552,447,0.74,55200,100.0,5.636576614379883,0.10142985116690398,123,55000,0.001,-27.23
556,450,0.74,55600,100.0,5.451149158477783,0.09985754735767842,123,55400,0.001,-26.76
560,453,0.74,56000,100.0,5.388239908218384,0.10464519489556551,123,55800,0.001,-25.03
564,456,0.74,56400,100.0,5.320042381286621,0.10093563050031662,123,56200,0.001,-23.95
568,459,0.74,56800,100.0,5.155114374160767,0.09066740982234478,123,56600,0.001,-23.9
572,462,0.77,57200,100.0,5.14487099647522,0.09992267515510321,123,57000,0.001,-21.1
576,465,0.78,57600,100.0,4.873095846176147,0.08899482570588589,123,57400,0.001,-20.13
580,468,0.78,58000,100.0,4.903246250152588,0.09861373797059059,123,57800,0.001,-20.27
584,471,0.79,58400,100.0,4.822482776641846,0.09480887424200773,123,58200,0.001,-19.81
588,474,0.82,58800,100.0,4.708816442489624,0.09945737466216087,123,58600,0.001,-17.58
592,478,0.82,59200,100.0,4.5572638511657715,0.09314082693308592,123,59000,0.001,-17.12
596,482,0.83,59600,100.0,4.5091913080215456,0.09746169220656156,123,59400,0.001,-16.74
600,485,0.84,60000,100.0,4.4428042125701905,0.09068662974983453,123,59800,0.001,-15.82
604,488,0.85,60400,100.0,4.389465594291687,0.09108082804828882,123,60200,0.001,-14.74
608,491,0.85,60800,100.0,4.29171172618866,0.1003330585360527,123,60600,0.001,-14.84
612,495,0.86,61200,100.0,4.284276547431946,0.09337799828499556,123,61000,0.001,-14.35
616,498,0.86,61600,100.0,4.197645993232727,0.09219879526644945,123,61400,0.001,-14.34
620,501,0.87,62000,100.0,4.076808753013611,0.08337268259376288,123,61800,0.001,-12.73
624,504,0.88,62400,100.0,4.025511994361877,0.08458263259381056,123,62200,0.001,-12.21
628,506,0.89,62800,100.0,4.040433807373047,0.08678628906607627,123,62600,0.001,-11.19
632,509,0.88,63200,100.0,3.8909615802764894,0.0842503149062395,123,63000,0.001,-12.17
636,512,0.87,63600,100.0,3.8627361392974855,0.08457582116127015,124,63400,0.001,-12.96
640,515,0.87,64000,100.0,3.7829485082626344,0.09075928464531899,124,63800,0.001,-13.36
644,518,0.87,64400,100.0,3.792413330078125,0.08930294424295425,124,64200,0.001,-13.87
648,521,0.86,64800,100.0,3.833262014389038,0.08944086652249097,124,64600,0.001,-14.86
652,524,0.87,65200,100.0,3.6786545181274413,0.08300878167152405,124,65000,0.001,-13.92
656,527,0.88,65600,100.0,3.5010033082962035,0.0899220273271203,124,65400,0.001,-13.88
660,530,0.89,66000,100.0,3.506947946548462,0.0866383057832718,124,65800,0.001,-13.3
664,533,0.91,66400,100.0,3.3852303266525268,0.08596346475183964,124,66200,0.001,-11.96
668,536,0.91,66800,100.0,3.319943137168884,0.08842111267149448,124,66600,0.001,-11.93
672,539,0.9,67200,100.0,3.333484148979187,0.08323421403765678,124,67000,0.001,-13.35
676,542,0.89,67600,100.0,3.1461910724639894,0.08605529379099608,124,67400,0.001,-14.66
680,546,0.89,68000,100.0,3.0534639501571657,0.08370277054607868,124,67800,0.001,-13.62
684,549,0.88,68400,100.0,2.978512387275696,0.08714050676673651,124,68200,0.001,-14.17
688,553,0.88,68800,100.0,2.9877596044540407,0.08512488353997469,124,68600,0.001,-14.17
692,556,0.88,69200,100.0,2.889893956184387,0.07960570394992829,124,69000,0.001,-14.23
696,559,0.88,69600,100.0,2.688690085411072,0.08927324872463942,124,69400,0.001,-14.19
700,563,0.87,70000,100.0,2.6433355712890627,0.08422191634774208,124,69800,0.001,-14.63
704,565,0.88,70400,100.0,2.6468797636032106,0.08218056961894035,124,70200,0.001,-14.11
708,568,0.9,70800,100.0,2.5332986903190613,0.0782907734066248,124,70600,0.001,-12.58
712,571,0.9,71200,100.0,2.460655601024628,0.08442089654505253,124,71000,0.001,-13.1
716,575,0.9,71600,100.0,2.4791163206100464,0.07826819699257612,124,71400,0.001,-13.11
720,578,0.9,72000,100.0,2.398687975406647,0.08212631721049547,124,71800,0.001,-13.15
724,581,0.9,72400,100.0,2.2527938055992127,0.08245140876621009,124,72200,0.001,-12.69
728,583,0.89,72800,100.0,2.3032840037345887,0.07313865412026643,124,72600,0.001,-13.15
732,586,0.9,73200,100.0,2.197986075878143,0.07546591896563769,124,73000,0.001,-12.2
736,589,0.91,73600,100.0,2.0178988671302793,0.0801949518173933,124,73400,0.001,-11.36
740,592,0.92,74000,100.0,1.9362040066719055,0.07404417905956506,124,73800,0.001,-10.4
744,596,0.92,74400,100.0,1.8562914228439331,0.07227470653131604,124,74200,0.001,-9.92
748,600,0.93,74800,100.0,1.8775196003913879,0.06650764498859645,124,74600,0.001,-8.91
752,603,0.94,75200,100.0,1.733230881690979,0.07514319084584713,124,75000,0.001,-7.93
756,606,0.94,75600,100.0,1.685410132408142,0.08061611985787749,124,75400,0.001,-7.49
760,609,0.93,76000,100.0,1.7226926183700562,0.07190991286188364,124,75800,0.001,-8.01
764,612,0.93,76400,100.0,1.528181835412979,0.08515511393547058,124,76200,0.001,-8.0
768,615,0.93,76800,100.0,1.4309644997119904,0.06612054262310267,124,76600,0.001,-7.99
772,618,0.94,77200,100.0,1.490799936056137,0.07405736930668354,124,77000,0.001,-6.56
776,620,0.95,77600,100.0,1.3380118584632874,0.07009049352258444,124,77400,0.001,-5.23
780,623,0.96,78000,100.0,1.3183936285972595,0.06801306119188666,125,77800,0.001,-4.74
784,626,0.97,78400,100.0,1.2687417232990266,0.06208821635693312,125,78200,0.001,-4.27
788,629,0.97,78800,100.0,1.2055915611982346,0.07014867346733808,125,78600,0.001,-4.3
792,632,0.97,79200,100.0,1.18776318192482,0.07538974955677986,125,79000,0.001,-4.33
796,635,0.97,79600,100.0,1.1227268874645233,0.07219592276960611,125,79400,0.001,-4.87
800,638,0.98,80000,100.0,1.219409316778183,0.07242322340607643,125,79800,0.001,-4.89
